Date,Portfolio_Value,Trade_Date,Asset,Action,Units,Price,Cost/Revenue,Cash,Position,price,short_ma,long_ma,BTC_signal,GOLD_signal
2016-12-09,1157.162098936064,2019-09-19,GOLD,sell,1.0,1500.7,1485.693,1485.693,2.3481520567099423,770.02,759.445,738.0293333333334,1,1.0
2016-12-10,1155.7494961815903,2019-09-20,BTC,buy,0.14174569620372,10275.88,1485.6929999999998,2.2737367544323206e-13,0.2854096373319508,769.08,762.0840000000001,739.6153333333334,1,1.0
2016-12-11,1167.6514257724757,2019-09-20,GOLD,sell,1.0,1501.9,1486.881,1486.8810000000003,1.3481520567099423,777.0,765.579,741.667,1,1.0
2016-12-12,1167.6514257724757,2019-09-21,BTC,buy,0.1432921172176685,10173.11,1486.8810000000003,0.0,0.4287017545496193,777.0,766.0360000000001,744.1100000000001,1,1.0
2016-12-13,1169.1391669713364,2019-09-23,GOLD,sell,1.0,1522.1,1506.879,1506.879,0.3481520567099423,777.99,767.402,746.6336666666666,1,1.0
2016-12-14,1164.4805834193485,2019-09-24,BTC,sell,0.4287017545496193,9683.38,4068.256356051278,5575.135356051278,0.0,774.89,768.594,748.9146666666667,1,1.0
2016-12-15,1167.2757335505412,2019-09-24,GOLD,sell,0.3481520567099423,1520.65,524.123250785614,6099.258606836892,0.0,776.75,770.806,751.1093333333333,1,1.0
2016-12-16,1165.9683246182092,2019-10-28,BTC,buy,0.626042010065443,9551.54,6099.258606836892,0.0,0.626042010065443,775.88,772.732,753.2476666666666,1,1.0
2016-12-17,1185.233821759011,2019-11-17,BTC,sell,0.626042010065443,8482.7,5204.316027606491,5204.316027606491,0.0,788.7,775.7030000000001,754.9723333333334,1,1.0
2016-12-18,1184.7829910926896,2019-12-16,GOLD,buy,1.0,1477.9,1492.679,3711.637027606491,1.0,788.4,777.571,756.3350000000002,1,1.0
2016-12-19,1185.1887386923788,2019-12-17,GOLD,buy,1.0,1475.8,1490.558,2221.079027606491,2.0,788.67,779.4359999999999,757.658,1,1.0
2016-12-20,1191.8309771761812,2019-12-18,GOLD,buy,1.0,1474.05,1488.7905,732.2885276064908,3.0,793.09,781.837,759.7923333333333,1,1.0
2016-12-21,1238.59714496259,2019-12-19,GOLD,buy,0.4909854040394395,1476.7,732.2885276064908,0.0,3.4909854040394395,824.21,786.558,762.6483333333333,1,1.0
2016-12-22,1254.7669381946514,2020-03-18,GOLD,sell,1.0,1498.2,1483.218,1483.218,2.4909854040394395,834.97,792.355,765.9150000000001,1,1.0
2016-12-23,1354.4606262071945,2020-03-19,GOLD,sell,1.0,1474.25,1459.5075,2942.7255,1.4909854040394395,901.31,804.687,771.2376666666667,1,1.0
2016-12-24,1339.8837679961352,2020-03-20,GOLD,sell,1.0,1494.4,1479.4560000000001,4422.181500000001,0.49098540403943947,891.61,816.359,776.3763333333333,1,1.0
2016-12-25,1341.371509194996,2020-03-23,GOLD,sell,0.49098540403943947,1525.4,741.4596439685433,5163.6411439685435,0.0,892.6,827.9440000000001,781.6083333333333,1,1.0
2016-12-26,1348.479606033997,2020-04-03,GOLD,buy,1.0,1613.1,1629.231,3534.4101439685437,1.0,897.33,840.0890000000002,787.0636666666667,1,1.0
2016-12-27,1398.1310900848628,2020-04-06,BTC,buy,0.5112709200351292,6777.44,3534.4101439685437,0.0,0.5112709200351292,930.37,854.256,793.8106666666667,1,1.0
2016-12-28,1398.0860070182305,2020-05-29,BTC,sell,0.5112709200351292,9569.21,4794.609624695171,4794.609624695171,0.0,930.34,868.45,800.5783333333334,1,1.0
2016-12-29,1447.7374910690962,2020-05-29,GOLD,buy,1.0,1728.7,1745.987,3048.622624695171,2.0,963.38,885.921,808.2673333333333,1,1.0
2016-12-30,1430.8613964597976,2020-06-01,GOLD,buy,1.0,1730.6,1747.906,1300.716624695171,3.0,952.15,901.827,815.2493333333333,1,1.0
2016-12-31,1439.8329267195938,2020-06-02,BTC,buy,0.12496899591170804,10204.23,1300.716624695171,0.0,0.12496899591170804,958.12,915.2180000000001,822.4516666666666,1,1.0
2017-01-01,1499.3425746740213,2020-06-08,GOLD,sell,1.0,1690.35,1673.4464999999998,1673.4464999999998,2.0,997.72,931.493,829.9613333333333,1,1.0
2017-01-02,1526.768106875241,2020-06-09,BTC,buy,0.16770955580571317,9782.59,1673.4465,-2.2737367544323206e-13,0.2926785517174212,1015.97,942.9590000000001,838.3493333333334,1,1.0
2017-01-03,1522.9360462115087,2020-06-09,GOLD,sell,1.0,1713.5,1696.365,1696.3649999999998,1.0,1013.42,955.14,846.6976666666667,1,1.0
2017-01-04,1693.259871947741,2020-06-10,BTC,buy,0.17013579752499658,9775.15,1696.3649999999998,0.0,0.46281434924241777,1126.76,978.5559999999999,859.102,1,1.0
2017-01-05,1494.7591295664201,2020-06-15,GOLD,sell,1.0,1710.45,1693.3455000000001,1693.3455000000001,0.0,994.67,988.29,867.037,1,1.0
2017-01-06,1502.2429186273557,2020-06-16,BTC,buy,0.17611069059785753,9426.7,1693.3455000000004,-2.2737367544323206e-13,0.6389250398402753,999.65,995.2180000000001,875.0589999999999,1,1.0
2017-01-07,1347.728221590128,2020-06-21,BTC,sell,0.6389250398402753,9357.43,5859.122408841535,5859.122408841535,0.0,896.83,991.867,879.296,1,1.0
2017-01-08,1364.7245377104455,2020-06-22,GOLD,buy,1.0,1761.85,1779.4685,4079.6539088415348,1.0,908.14,986.3429999999998,883.9,1,1.0
2017-01-09,1368.2560445966299,2020-06-23,GOLD,buy,1.0,1768.9,1786.5890000000002,2293.064908841535,2.0,910.49,982.177,888.6136666666666,1,1.0
2017-01-10,1361.583750735073,2020-06-24,GOLD,buy,1.0,1766.05,1783.7105,509.3544088415349,3.0,906.05,976.97,892.9153333333333,1,1.0
2017-01-11,1180.0041860296826,2020-06-25,GOLD,buy,0.2871032967366189,1756.55,509.35440884153496,-5.684341886080802e-14,3.287103296736619,785.22,955.7199999999999,893.1893333333334,1,1.0
2017-01-12,1173.5422798124089,2020-09-01,GOLD,sell,1.0,1972.35,1952.6264999999999,1952.6264999999999,2.287103296736619,780.92,932.2149999999999,893.287,1,1.0
2017-01-13,1241.7229042490849,2020-09-02,GOLD,sell,1.0,1947.05,1927.5794999999998,3880.2059999999997,1.287103296736619,826.29,913.5020000000001,895.0003333333334,1,1.0
2017-01-14,1229.1297009698399,2020-09-03,GOLD,sell,1.0,1940.45,1921.0455,5801.251499999999,0.28710329673661894,817.91,882.617,896.3723333333334,-1,1.0
2017-01-15,1213.5960419457303,2020-09-04,GOLD,sell,0.28710329673661894,1926.3,547.5166096987116,6348.768109698711,0.0,819.55,865.1049999999999,897.828,-1,-1.0
2017-01-16,1205.3551571068158,2020-10-02,BTC,buy,0.5861325726218574,10619.24,6348.768109698712,-9.094947017729282e-13,0.5861325726218574,830.5,848.1899999999999,899.2213333333333,-1,-1.0
2017-01-17,1206.3670352170261,2021-01-27,BTC,sell,0.5861325726218574,32541.8,18692.332772711037,18692.332772711037,0.0,903.84,848.891,903.0693333333332,-1,-1.0
2017-01-18,1205.0773866451893,2021-02-07,BTC,buy,0.46602993861227043,39323.26,18692.33277271104,-3.637978807091713e-12,0.46602993861227043,906.6,848.7369999999999,907.0003333333333,-1,-1.0
2017-01-19,1186.5262879579986,2021-03-07,BTC,sell,0.46602993861227043,48881.59,22324.678699230768,22324.678699230764,0.0,895.798875,847.2678874999999,910.4239624999999,-1,-1.0
2017-01-20,1190.9904560912798,2021-03-10,BTC,buy,0.3988034569962099,54881.52,22324.678699230764,0.0,0.3988034569962099,893.6210875,846.02499625,912.7376654166667,-1,-1.0
2017-01-21,0.0,2021-04-24,BTC,sell,0.3988034569962099,51153.13,19992.044178573004,19992.044178573004,0.0,895.64,857.06699625,914.75999875,-1,-1.0
2017-01-22,0.0,2021-04-26,GOLD,buy,1.0,1773.35,1791.0835,18200.960678573003,1.0,918.603625,870.83535875,915.3364529166666,-1,-1.0
2017-01-23,1203.1925156555817,2021-04-27,GOLD,buy,1.0,1784.15,1801.9915,16398.969178573003,2.0,922.0736125,880.4137200000001,916.3519066666668,-1,-1.0
2017-01-24,1207.1110632392397,2021-04-28,GOLD,buy,1.0,1772.2,1789.922,14609.047178573002,3.0,919.97,890.61972,917.26424,-1,-1.0
2017-01-25,1185.4846487268996,2021-04-29,GOLD,buy,1.0,1762.65,1780.2765000000002,12828.770678573002,4.0,893.045625,897.9692825,917.1214275000001,-1,-1.0
2017-01-26,1180.2268507032575,2021-04-30,GOLD,buy,1.0,1767.65,1785.3265000000001,11043.444178573001,5.0,915.95625,906.5149074999999,916.6409691666667,-1,1.0
2017-01-27,1175.415469492943,2021-05-04,GOLD,buy,1.0,1797.75,1815.7275,9227.716678573,6.0,915.05,907.6359075,916.1313025,-1,1.0
2017-01-28,0.0,2021-05-05,GOLD,buy,1.0,1782.25,1800.0725,7427.644178573,7.0,920.31225,909.0071324999999,914.6957108333334,-1,1.0
2017-01-29,0.0,2021-05-06,GOLD,buy,1.0,1813.15,1831.2815,5596.362678573,8.0,915.933,911.020545,913.4884774999999,-1,1.0
2017-01-30,1183.3021665284066,2021-05-07,GOLD,buy,1.0,1836.55,1854.9155,3741.447178573,9.0,912.19,912.8774362500001,911.9574775,1,1.0
2017-01-31,1203.1429137874343,2021-05-10,BTC,buy,0.06293822107563196,58280.73,3741.447178573,0.0,0.06293822107563196,964.706075,919.7840437500001,910.8570133333334,1,1.0
2017-02-01,1194.0657719164292,2021-05-13,BTC,sell,0.06293822107563196,49007.09,3022.7306833995244,3022.7306833995244,0.0,979.703875,925.8940687500001,909.6481425,1,1.0
2017-02-02,1212.2200556584394,2021-05-13,GOLD,buy,1.0,1821.8,1840.018,1182.7126833995244,10.0,983.42,932.0287075,908.6481425,1,1.0
2017-02-03,1205.5238034585175,2021-05-14,GOLD,buy,0.6370723338399501,1838.1,1182.7126833995244,0.0,10.63707233383995,1013.027,941.3344075000001,904.8570425,1,1.0
2017-02-04,0.0,2021-06-18,GOLD,sell,1.0,1773.1,1755.369,1755.369,9.63707233383995,1030.999413,955.1297863,906.0680229333334,1,1.0
2017-02-05,0.0,2021-06-19,BTC,buy,0.04816564986893301,35729.82,1755.369,0.0,0.04816564986893301,1034.07,966.9411613,907.2153562666666,1,1.0
2017-02-06,1216.981835000606,2021-06-21,GOLD,sell,1.0,1775.05,1757.2994999999999,1757.2994999999999,8.63707233383995,1024.01375,977.8375362999999,911.4548146,1,1.0
2017-02-07,1221.1979937931494,2021-06-22,BTC,buy,0.05437141774850286,31686.55,1757.2994999999999,0.0,0.10253706761743586,1050.11,990.8173113,916.1871479333333,1,1.0
2017-02-08,1232.2096085219096,2021-06-22,GOLD,sell,1.0,1775.05,1757.2994999999999,1757.2994999999999,7.637072333839949,1052.84,1004.5080113,920.9321479333333,1,1.0
2017-02-09,1226.9518104982674,2021-06-23,BTC,buy,0.05309616668168032,32447.59,1757.2994999999999,0.0,0.15563323429911619,976.103,1010.8993112999999,923.2672479333334,1,1.0
2017-02-10,1218.5194929131806,2021-06-23,GOLD,sell,1.0,1791.6,1773.684,1773.684,6.637072333839949,999.1035,1014.3390538,930.3966979333333,1,1.0
2017-02-11,0.0,2021-06-24,BTC,sell,0.15563323429911619,33674.66,5136.078324728615,6909.762324728616,0.0,997.59,1016.1276663000001,937.6190312666666,1,1.0
2017-02-12,0.0,2021-06-24,GOLD,sell,1.0,1784.85,1767.0014999999999,8676.763824728616,5.637072333839949,1000.604625,1017.8461288000001,943.4295187666667,1,1.0
2017-02-13,1212.5176668673248,2021-06-25,GOLD,sell,1.0,1786.65,1768.7835,10445.547324728615,4.637072333839949,999.877375,1016.5311663,949.4950979333333,1,1.0
2017-02-14,1220.9499844524114,2021-06-28,GOLD,sell,1.0,1780.3,1762.4969999999998,12208.044324728615,3.6370723338399493,1001.2,1013.5512249999999,955.5500979333334,1,1.0
2017-02-15,1214.6505471976702,2021-06-29,GOLD,sell,1.0,1755.45,1737.8955,13945.939824728615,2.6370723338399493,1012.325988,1011.3768238,961.6109642,1,1.0
2017-02-16,1230.671950609335,2021-06-30,GOLD,sell,1.0,1763.15,1745.5185000000001,15691.458324728615,1.6370723338399493,1035.208125,1012.4962613000001,965.9899017,1,1.0
2017-02-17,1232.060802917467,2021-07-01,GOLD,sell,1.0,1781.5,1763.685,17455.143324728615,0.6370723338399493,1035.2,1011.0052613,970.2765683666668,1,1.0
